Country,Category,Date,App ID,App name,Company,App icon,App URL,Release date,Updated date,In app purchases,Rating,Price,Global ratings,Country ratings,Current version ratings,iPhone downloads,iPad downloads,iPhone revenue,iPad revenue
US,All Categories,5/8/15,886545344,Bottomline - Sales Tracking App,Mist Labs Inc.,https://s2.mzstatic.com/us/r30/Purple1/v4/ac/60/c1/ac60c1ec-4bef-ca6d-1310-730f89c45e08/icon180x180.png,https://itunes.apple.com/US/app/id886545344?mt=8&uo=4&partnerId=30,2014-07-02 15:28:00 UTC,2015-04-18 00:00:00 UTC,TRUE,5,0,15,15,5,41,9,$3.89 ,$5.13 
US,All Categories,5/8/15,949505469,Bouncing Ball,Ketchapp,https://s2.mzstatic.com/us/r30/Purple5/v4/42/40/06/424006bb-c32a-b319-4b95-a0b08be6fabc/icon180x180.png,https://itunes.apple.com/US/app/id949505469?mt=8&uo=4&partnerId=30,2015-04-02 07:00:00 UTC,,TRUE,4.5,0,11602,4103,4103,1303,255,,
US,All Categories,5/8/15,989652715,Bouncy Balloon: avoid the tacks,ARAPPDEV,https://s1.mzstatic.com/us/r30/Purple5/v4/8c/6a/4f/8c6a4f5f-7397-fba9-97ab-4a05a813ec9b/icon180x180.jpeg,https://itunes.apple.com/US/app/id989652715?mt=8&uo=4&partnerId=30,2015-05-05 17:06:58 UTC,,,4,0,35,35,35,2479,131,,
US,All Categories,5/8/15,290853822,Box for iPhone and iPad,"Box, Inc.",https://s5.mzstatic.com/us/r30/Purple5/v4/83/a8/90/83a890b6-29fa-06f3-a618-ac676ffaea5a/icon180x180.png,https://itunes.apple.com/US/app/id290853822?mt=8&uo=4&partnerId=30,2008-10-24 00:57:09 UTC,2015-03-09 00:00:00 UTC,TRUE,4.5,0,27007,10931,231,1452,883,$5.53 ,$7.39 
US,All Categories,5/8/15,290853822,Box for iPhone and iPad,"Box, Inc.",https://s5.mzstatic.com/us/r30/Purple5/v4/83/a8/90/83a890b6-29fa-06f3-a618-ac676ffaea5a/icon180x180.png,https://itunes.apple.com/US/app/id290853822?mt=8&uo=4&partnerId=30,2008-10-24 00:57:09 UTC,2015-03-09 00:00:00 UTC,TRUE,4.5,0,27007,10931,231,1452,883,$5.53 ,$7.39 
US,All Categories,5/8/15,664657494,Boxed Wholesale,Boxed,https://s5.mzstatic.com/us/r30/Purple3/v4/7d/09/c7/7d09c7cc-fd61-9152-c182-6ca87f9ff44d/icon180x180.jpeg,https://itunes.apple.com/US/app/id664657494?mt=8&uo=4&partnerId=30,2013-08-22 00:46:08 UTC,2015-03-31 00:00:00 UTC,,4,0,739,739,85,2368,653,,
US,All Categories,5/8/15,315257056,"BoyAhoy - Gay Chat, Meet, Friend","Skout, Inc.",https://s5.mzstatic.com/us/r30/Purple1/v4/58/0a/f3/580af3c1-0590-34c1-761f-646632b4a8c8/icon180x180.png,https://itunes.apple.com/US/app/id315257056?mt=8&uo=4&partnerId=30,2009-05-27 18:38:09 UTC,2015-04-02 00:00:00 UTC,TRUE,3.5,0,58608,30267,27,133,0,$96.98 ,$11.53 
US,All Categories,5/8/15,976575055,Brain Fruit,Rng Ooo,https://s3.mzstatic.com/r30/Purple5/v4/6b/47/f4/6b47f443-0958-7d33-1e0a-71127ffa6ce6/pr_source.png,https://itunes.apple.com/US/app/id976575055?mt=8&uo=4&partnerId=30,2015-04-21 21:10:55 UTC,,,1,1.99,0,0,2,84,,$116.75 ,
US,All Categories,5/8/15,383185215,Brain Wave Dream Inducer ª - 5 Dream Inducing Binaural Brainwave Entrainment Programs with Ambient Nature Sounds and iTunes Music,Banzai Labs,https://s5.mzstatic.com/us/r30/Purple5/v4/a5/4c/f5/a54cf527-e65b-d432-7fd3-83ecc22e226b/icon180x180.jpeg,https://itunes.apple.com/US/app/id383185215?mt=8&uo=4&partnerId=30,2010-07-30 18:14:51 UTC,2014-10-16 00:00:00 UTC,,5,0.99,452,392,17,6,4,$7.12 ,$10.41 
US,All Categories,5/8/15,307219387,Brain Wave ª - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,Banzai Labs,https://s5.mzstatic.com/us/r30/Purple4/v4/4b/08/7d/4b087d30-759c-b94f-2792-17a032261d9b/icon180x180.jpeg,https://itunes.apple.com/US/app/id307219387?mt=8&uo=4&partnerId=30,2009-03-27 01:54:20 UTC,2014-10-09 00:00:00 UTC,,5,3.99,3498,2556,204,49,3,$135.90 ,$4.98 
US,All Categories,5/8/15,305665245,BrainBaths,DubeyTunes Studios,https://s1.mzstatic.com/us/r30/Purple6/v4/5f/ad/3b/5fad3b97-87b6-8ff5-193a-1f07fd68555a/icon180x180.jpeg,https://itunes.apple.com/US/app/id305665245?mt=8&uo=4&partnerId=30,2009-02-22 02:34:46 UTC,2014-03-27 00:00:00 UTC,,4.5,1.99,252,212,7,0,,,
US,All Categories,5/8/15,726780077,Brainbuddy - Porn & Masturbation Addiction,AppStudio Australia Pty Ltd,https://s5.mzstatic.com/us/r30/Purple5/v4/0c/99/dd/0c99dda2-07d7-1b93-bdd3-3a58ffc21ae0/icon180x180.png,https://itunes.apple.com/US/app/id726780077?mt=8&uo=4&partnerId=30,2013-11-11 02:14:35 UTC,2015-02-23 00:00:00 UTC,TRUE,2.5,0,378,237,32,303,,$201.21 ,$5.51 
US,All Categories,5/8/15,364894352,BrainPOP Featured Movie,BrainPOP¨,https://s4.mzstatic.com/us/r30/Purple7/v4/c2/79/ee/c279eeda-a564-07ca-37c7-d665a47ec204/icon180x180.png,https://itunes.apple.com/US/app/id364894352?mt=8&uo=4&partnerId=30,2010-04-01 20:30:07 UTC,2015-04-27 00:00:00 UTC,TRUE,4,0,33360,27200,111,652,1812,$327.52 ,$537.52 
US,All Categories,5/8/15,536371867,BrainPOP Jr. Movie of the Week,BrainPOP¨,https://s2.mzstatic.com/us/r30/Purple3/v4/6d/52/03/6d52035e-ac9e-e7bb-e7bd-5d06e43543e2/icon180x180.jpeg,https://itunes.apple.com/US/app/id536371867?mt=8&uo=4&partnerId=30,2012-06-25 00:33:53 UTC,2014-12-30 00:00:00 UTC,TRUE,4,0,2206,1864,240,436,830,$306.18 ,$559.67 
US,All Categories,5/8/15,328266349,"BrainWave Tuner - Brainwave sessions with soothing Ambient Backgrounds for Sleep, Energy, Relaxation, Memory Boost ...",PPL Development Company LLC,https://s3.mzstatic.com/us/r30/Purple6/v4/6d/42/6d/6d426d03-ae40-186a-5ae4-a35a612b8c08/icon180x180.png,https://itunes.apple.com/US/app/id328266349?mt=8&uo=4&partnerId=30,2009-08-30 00:27:06 UTC,2015-04-23 00:00:00 UTC,,4.5,2.99,506,220,14,52,22,$149.59 ,$25.86 
US,All Categories,5/8/15,328266349,"BrainWave Tuner - Brainwave sessions with soothing Ambient Backgrounds for Sleep, Energy, Relaxation, Memory Boost ...",PPL Development Company LLC,https://s3.mzstatic.com/us/r30/Purple6/v4/6d/42/6d/6d426d03-ae40-186a-5ae4-a35a612b8c08/icon180x180.png,https://itunes.apple.com/US/app/id328266349?mt=8&uo=4&partnerId=30,2009-08-30 00:27:06 UTC,2015-04-23 00:00:00 UTC,,4.5,2.99,506,220,14,52,22,$149.59 ,$25.86 
US,All Categories,5/8/15,450655712,"Brainwaves - Spirit, Meditation, Sleep, Stress Relief & Success Brainwave Sessions",PPL Development Company LLC,https://s3.mzstatic.com/us/r30/Purple1/v4/c0/d4/3d/c0d43d98-8b20-7753-617c-2677c7f91174/icon180x180.png,https://itunes.apple.com/US/app/id450655712?mt=8&uo=4&partnerId=30,2011-08-23 03:12:30 UTC,2015-03-09 00:00:00 UTC,TRUE,4.5,0,1633,1053,31,129,,$35.27 ,$157.28 
US,All Categories,5/8/15,694609161,Brave Frontier,gumi Inc.,https://s5.mzstatic.com/us/r30/Purple7/v4/57/bc/7f/57bc7ff1-cad5-3c62-f40e-338180441c30/icon180x180.jpeg,https://itunes.apple.com/US/app/id694609161?mt=8&uo=4&partnerId=30,2013-12-13 11:50:56 UTC,2015-04-29 00:00:00 UTC,TRUE,4.5,0,118535,60659,476,680,140,"$7,975.47 ","$2,016.01 "
US,All Categories,5/8/15,865807074,Brave Trials,IGG.COM,https://s2.mzstatic.com/us/r30/Purple5/v4/7a/e0/e3/7ae0e39f-fa35-22ee-705d-9160fa658fb6/icon180x180.png,https://itunes.apple.com/US/app/id865807074?mt=8&uo=4&partnerId=30,2014-12-09 14:32:47 UTC,2015-04-27 00:00:00 UTC,TRUE,3,0,1015,487,42,166,60,$923.63 ,$210.18 
US,All Categories,5/8/15,921626378,Breaking Sports,Sprylogics International Inc.,https://s5.mzstatic.com/us/r30/Purple3/v4/d2/99/d0/d299d053-19a8-20c4-9da3-171729e90dbc/icon180x180.png,https://itunes.apple.com/US/app/id921626378?mt=8&uo=4&partnerId=30,2015-01-14 21:12:45 UTC,2015-04-24 00:00:00 UTC,,5,0,68,36,7,1261,,,
US,All Categories,5/8/15,373968636,Bria iPhone Edition - VoIP Softphone SIP Client,CounterPath Corporation,https://s5.mzstatic.com/us/r30/Purple3/v4/54/c4/35/54c43545-6c40-7c29-b1c0-34dced5be5be/icon180x180.jpeg,https://itunes.apple.com/US/app/id373968636?mt=8&uo=4&partnerId=30,2010-06-12 00:48:33 UTC,2015-03-11 00:00:00 UTC,TRUE,4.5,7.99,5682,1528,19,38,,$374.60 ,$1.09 
US,All Categories,5/8/15,373968636,Bria iPhone Edition - VoIP Softphone SIP Client,CounterPath Corporation,https://s5.mzstatic.com/us/r30/Purple3/v4/54/c4/35/54c43545-6c40-7c29-b1c0-34dced5be5be/icon180x180.jpeg,https://itunes.apple.com/US/app/id373968636?mt=8&uo=4&partnerId=30,2010-06-12 00:48:33 UTC,2015-03-11 00:00:00 UTC,TRUE,4.5,7.99,5682,1528,19,38,,$374.60 ,$1.09 
US,All Categories,5/8/15,882299393,Brilliant Keyboard for iOS 8: Cool Themes and Predictive Typing,"Escargot Studios, LLC",https://s5.mzstatic.com/us/r30/Purple5/v4/0b/8a/ea/0b8aea5c-68c6-0388-7bd1-9a4b807b1554/icon180x180.jpeg,https://itunes.apple.com/US/app/id882299393?mt=8&uo=4&partnerId=30,2014-06-03 01:41:24 UTC,2014-12-29 00:00:00 UTC,TRUE,4.5,0,3823,3333,2744,1520,165,$9.29 ,$0.93 
US,All Categories,5/8/15,887649233,Broken Age ª,"Double Fine Productions, Inc.",https://s5.mzstatic.com/us/r30/Purple1/v4/57/4a/63/574a630a-f3d1-78ee-352a-abd3a54af62a/icon180x180.png,https://itunes.apple.com/US/app/id887649233?mt=8&uo=4&partnerId=30,2014-06-12 07:00:00 UTC,2015-05-04 00:00:00 UTC,,4,9.99,1548,578,52,285,371,"$1,927.62 ","$4,189.50 "
US,All Categories,5/8/15,887649233,Broken Age ª,"Double Fine Productions, Inc.",https://s5.mzstatic.com/us/r30/Purple1/v4/57/4a/63/574a630a-f3d1-78ee-352a-abd3a54af62a/icon180x180.png,https://itunes.apple.com/US/app/id887649233?mt=8&uo=4&partnerId=30,2014-06-12 07:00:00 UTC,2015-05-04 00:00:00 UTC,,4,9.99,1548,578,52,285,371,"$1,927.62 ","$4,189.50 "
US,All Categories,5/8/15,656124384,Brothers in Arms¨ 3: Sons of War,Gameloft,https://s1.mzstatic.com/us/r30/Purple1/v4/73/4c/63/734c6341-c6cb-cfc3-b8d6-3b6ef41d5a00/icon180x180.jpeg,https://itunes.apple.com/US/app/id656124384?mt=8&uo=4&partnerId=30,2014-12-17 15:47:32 UTC,2015-04-20 00:00:00 UTC,TRUE,4.5,0,84074,11540,936,1342,604,$294.49 ,$73.54 
US,All Categories,5/8/15,656124384,Brothers in Arms¨ 3: Sons of War,Gameloft,https://s1.mzstatic.com/us/r30/Purple1/v4/73/4c/63/734c6341-c6cb-cfc3-b8d6-3b6ef41d5a00/icon180x180.jpeg,https://itunes.apple.com/US/app/id656124384?mt=8&uo=4&partnerId=30,2014-12-17 15:47:32 UTC,2015-04-20 00:00:00 UTC,TRUE,4.5,0,84074,11540,936,1342,604,$294.49 ,$73.54 
US,All Categories,5/8/15,895463178,Bruce Lee: Enter the Game,Hibernum Creations Inc.,https://s4.mzstatic.com/us/r30/Purple3/v4/92/be/2a/92be2a00-b1bd-f14c-4836-d54833540715/icon180x180.jpeg,https://itunes.apple.com/US/app/id895463178?mt=8&uo=4&partnerId=30,2014-11-27 02:48:12 UTC,2015-03-10 00:00:00 UTC,TRUE,4.5,0,5619,1466,106,170,89,$8.73 ,
US,All Categories,5/8/15,824421012,Brushstroke,Code Organa,https://s4.mzstatic.com/us/r30/Purple5/v4/fb/8e/e3/fb8ee338-1b3c-55cf-16a1-667e3e3efe25/icon180x180.png,https://itunes.apple.com/US/app/id824421012?mt=8&uo=4&partnerId=30,2014-03-04 21:22:28 UTC,2014-12-16 00:00:00 UTC,TRUE,4.5,2.99,2137,891,636,20,20,$56.35 ,$31.08 
US,All Categories,5/8/15,561676304,BTT Remote,Andreas Hegenberg,https://s3.mzstatic.com/us/r30/Purple5/v4/1f/b3/ff/1fb3fff1-a089-712f-3369-d2de5650246a/icon180x180.png,https://itunes.apple.com/US/app/id561676304?mt=8&uo=4&partnerId=30,2012-11-11 05:30:12 UTC,2015-05-06 00:00:00 UTC,TRUE,5,0,259,97,1,16,0,$2.77 ,
US,All Categories,5/8/15,954822043,Bubble Bath Blast,"Gameblyr, LLC",https://s3.mzstatic.com/us/r30/Purple7/v4/b6/2a/50/b62a50b1-4cae-26e7-e7d0-1fe395b7d2cc/icon180x180.png,https://itunes.apple.com/US/app/id954822043?mt=8&uo=4&partnerId=30,2015-04-23 04:30:54 UTC,2015-04-23 00:00:00 UTC,TRUE,4.5,0,24,24,24,302,180,$128.34 ,$25.13 
US,All Categories,5/8/15,560462487,Bubble Blaze,Outplay Entertainment Ltd,https://s2.mzstatic.com/us/r30/Purple3/v4/4a/ba/13/4aba1383-87bc-0398-965f-a4ba58517d92/icon180x180.jpeg,https://itunes.apple.com/US/app/id560462487?mt=8&uo=4&partnerId=30,2012-11-14 11:06:45 UTC,2015-04-22 00:00:00 UTC,TRUE,4,0,27366,15820,59,453,271,$262.01 ,$56.66 
US,All Categories,5/8/15,531354582,Bubble Island,wooga,https://s3.mzstatic.com/us/r30/Purple5/v4/eb/17/77/eb177763-9d58-3546-6051-2e16a7070cf4/icon180x180.jpeg,https://itunes.apple.com/US/app/id531354582?mt=8&uo=4&partnerId=30,2012-10-31 09:06:42 UTC,2015-04-29 00:00:00 UTC,TRUE,4,0,122326,25194,15,361,180,$130.90 ,$19.59 
US,All Categories,5/8/15,465613917,"Bubble Level FREE for iPhone , iPod and iPad",Lemondo Entertainment,https://s3.mzstatic.com/us/r30/Purple/v4/d4/52/74/d4527442-755b-abc7-5815-3e6b9e554efa/icon180x180.png,https://itunes.apple.com/US/app/id465613917?mt=8&uo=4&partnerId=30,2011-09-22 02:14:02 UTC,2013-08-15 00:00:00 UTC,TRUE,4,0,690,280,93,1320,19,$3.92 ,
US,All Categories,5/8/15,955222912,Bubble Mania Valentine's Day,TeamLava,https://s2.mzstatic.com/us/r30/Purple3/v4/92/24/72/9224729e-4530-c4dc-b3e4-18b49c0374bb/icon180x180.jpeg,https://itunes.apple.com/US/app/id955222912?mt=8&uo=4&partnerId=30,2015-01-23 07:47:30 UTC,,TRUE,4.5,0,1657,672,672,66,46,$475.74 ,$179.62 
US,All Categories,5/8/15,534342529,Bubble Maniaª,Storm8 Studios LLC,https://s3.mzstatic.com/us/r30/Purple3/v4/09/68/19/09681916-1f7c-874d-25b3-5b49862d1fa4/icon180x180.jpeg,https://itunes.apple.com/US/app/id534342529?mt=8&uo=4&partnerId=30,2012-06-15 23:43:35 UTC,2015-02-26 00:00:00 UTC,TRUE,4.5,0,254168,114757,1656,1982,639,"$6,083.28 ","$4,071.03 "
US,All Categories,5/8/15,534342529,Bubble Maniaª,Storm8 Studios LLC,https://s3.mzstatic.com/us/r30/Purple3/v4/09/68/19/09681916-1f7c-874d-25b3-5b49862d1fa4/icon180x180.jpeg,https://itunes.apple.com/US/app/id534342529?mt=8&uo=4&partnerId=30,2012-06-15 23:43:35 UTC,2015-02-26 00:00:00 UTC,TRUE,4.5,0,254168,114757,1656,1982,639,"$6,083.28 ","$4,071.03 "
US,All Categories,5/8/15,519681118,Bubble Pig,Donut Games,https://s4.mzstatic.com/us/r30/Purple3/v4/ec/36/c5/ec36c522-f935-1836-bb9e-aecf095138eb/icon180x180.png,https://itunes.apple.com/US/app/id519681118?mt=8&uo=4&partnerId=30,2012-04-23 19:40:55 UTC,2014-10-06 00:00:00 UTC,,4.5,0.99,2265,1102,41,0,0,$0.78 ,$3.87 
US,All Categories,5/8/15,834393815,Bubble Witch 2 Saga,King.com Limited,https://s3.mzstatic.com/us/r30/Purple7/v4/31/4d/b6/314db606-9c43-f3b8-78ae-6eb4ea35e808/icon180x180.png,https://itunes.apple.com/US/app/id834393815?mt=8&uo=4&partnerId=30,2014-06-03 15:51:08 UTC,2015-05-08 00:00:00 UTC,TRUE,4.5,0,164311,49077,0,4067,1645,"$17,082.41 ","$20,539.48 "
US,All Categories,5/8/15,834393815,Bubble Witch 2 Saga,King.com Limited,https://s3.mzstatic.com/us/r30/Purple7/v4/31/4d/b6/314db606-9c43-f3b8-78ae-6eb4ea35e808/icon180x180.png,https://itunes.apple.com/US/app/id834393815?mt=8&uo=4&partnerId=30,2014-06-03 15:51:08 UTC,2015-05-08 00:00:00 UTC,TRUE,4.5,0,164311,49077,0,4067,1645,"$17,082.41 ","$20,539.48 "
US,All Categories,5/8/15,526656012,Bubble Witch Saga,King.com Limited,https://s5.mzstatic.com/us/r30/Purple5/v4/c2/04/4b/c2044bd4-3342-d765-a2f9-da1861cbac6d/icon180x180.png,https://itunes.apple.com/US/app/id526656012?mt=8&uo=4&partnerId=30,2012-07-25 14:11:14 UTC,2015-04-27 00:00:00 UTC,TRUE,4,0,224321,71238,88,335,203,$339.23 ,$539.43 
US,All Categories,5/8/15,687421118,buddhify - mindfulness & meditation for modern life,Mindfulness Everywhere,https://s2.mzstatic.com/us/r30/Purple3/v4/06/dd/fa/06ddfa17-c5da-817b-41d1-ccdbc3c7b83d/icon180x180.jpeg,https://itunes.apple.com/US/app/id687421118?mt=8&uo=4&partnerId=30,2014-01-01 08:00:00 UTC,2015-01-28 00:00:00 UTC,,4.5,4.99,582,284,49,26,7,$99.04 ,$33.01 
US,All Categories,5/8/15,648870442,Buddyman: Kick Free,Crazylion Studios Limited,https://s3.mzstatic.com/us/r30/Purple5/v4/28/98/3f/28983f6e-885a-7b22-dba4-ec7bea08ae26/icon180x180.png,https://itunes.apple.com/US/app/id648870442?mt=8&uo=4&partnerId=30,2013-06-12 22:27:19 UTC,2015-01-05 00:00:00 UTC,TRUE,4,0,3392,2749,186,18957,,$48.77 ,
US,All Categories,5/8/15,915341223,Buddyman: Ninja Kick 2,Crazylion Studios Limited,https://s5.mzstatic.com/us/r30/Purple2/v4/64/f7/70/64f770ac-ce4f-f27d-d97e-44fd44bbbec3/icon180x180.jpeg,https://itunes.apple.com/US/app/id915341223?mt=8&uo=4&partnerId=30,2014-10-31 18:24:11 UTC,2015-04-24 00:00:00 UTC,TRUE,4,0,446,351,23,10072,,$10.10 ,
US,All Categories,5/8/15,944636116,Buddymanª Kick (by Kick the Buddy),Crazylion Studios Limited,https://s3.mzstatic.com/us/r30/Purple1/v4/3a/c3/dc/3ac3dce7-3c8b-c365-dcbf-321c834208e3/icon180x180.jpeg,https://itunes.apple.com/US/app/id944636116?mt=8&uo=4&partnerId=30,2014-12-04 17:05:34 UTC,2015-04-25 00:00:00 UTC,TRUE,5,0.99,198,171,16,501,,$654.36 ,
US,All Categories,5/8/15,944636116,Buddymanª Kick (by Kick the Buddy),Crazylion Studios Limited,https://s3.mzstatic.com/us/r30/Purple1/v4/3a/c3/dc/3ac3dce7-3c8b-c365-dcbf-321c834208e3/icon180x180.jpeg,https://itunes.apple.com/US/app/id944636116?mt=8&uo=4&partnerId=30,2014-12-04 17:05:34 UTC,2015-04-25 00:00:00 UTC,TRUE,5,0.99,198,171,16,501,,$654.36 ,
US,All Categories,5/8/15,946068239,Buddymanª Kick 2 (by Kick the Buddy),Crazylion Studios Limited,https://s5.mzstatic.com/us/r30/Purple1/v4/da/c3/62/dac3624e-4f8e-a621-1048-b50c618bf745/icon180x180.png,https://itunes.apple.com/US/app/id946068239?mt=8&uo=4&partnerId=30,2014-12-17 16:58:41 UTC,2014-12-17 00:00:00 UTC,TRUE,4.5,0.99,40,40,40,388,,$233.67 ,
US,All Categories,5/8/15,946068239,Buddymanª Kick 2 (by Kick the Buddy),Crazylion Studios Limited,https://s5.mzstatic.com/us/r30/Purple1/v4/da/c3/62/dac3624e-4f8e-a621-1048-b50c618bf745/icon180x180.png,https://itunes.apple.com/US/app/id946068239?mt=8&uo=4&partnerId=30,2014-12-17 16:58:41 UTC,2014-12-17 00:00:00 UTC,TRUE,4.5,0.99,40,40,40,388,,$233.67 ,
US,All Categories,5/8/15,446031868,Bugs and Buttons,"Little Bit Studio, LLC.",https://s4.mzstatic.com/us/r30/Purple3/v4/4d/79/e6/4d79e607-8d12-9da3-134f-af693b0d1204/icon180x180.png,https://itunes.apple.com/US/app/id446031868?mt=8&uo=4&partnerId=30,2011-11-14 08:00:00 UTC,2015-01-13 00:00:00 UTC,,4.5,2.99,1189,838,15,35,47,$75.40 ,$60.94 
US,All Categories,5/8/15,566017823,Bunny Leap,John Carlyle,https://s2.mzstatic.com/us/r30/Purple/v4/eb/7c/a7/eb7ca753-5134-e53e-4e0a-37a8d21d0a9e/icon180x180.png,https://itunes.apple.com/US/app/id566017823?mt=8&uo=4&partnerId=30,2012-11-23 08:00:00 UTC,2013-02-27 00:00:00 UTC,,4,0.99,44,39,28,3,0,$1.74 ,$1.69 
US,All Categories,5/8/15,514398862,BUNT: The MLB Digital Baseball Trading Card Game,"The Topps Company, Inc.",https://s4.mzstatic.com/us/r30/Purple5/v4/72/d7/ee/72d7eef9-b477-f87c-0273-566cf7442749/icon180x180.png,https://itunes.apple.com/US/app/id514398862?mt=8&uo=4&partnerId=30,2012-04-04 07:00:00 UTC,2015-05-01 00:00:00 UTC,TRUE,4,0,7495,6898,29,312,76,"$3,498.10 ",$156.40 
US,All Categories,5/8/15,638323895,BURGER KING¨ App,EMN8 Inc,https://s2.mzstatic.com/us/r30/Purple3/v4/e0/89/05/e0890566-b85e-c44a-c09b-2e3a82043b7d/icon180x180.jpeg,https://itunes.apple.com/US/app/id638323895?mt=8&uo=4&partnerId=30,2013-05-08 07:00:00 UTC,2015-04-01 00:00:00 UTC,,1.5,0,473,352,43,2205,,,
US,All Categories,5/8/15,671123035,Burger Shop,"GoBit, Inc.",https://s1.mzstatic.com/us/r30/Purple/v4/2e/37/61/2e3761ff-e575-78a2-d37f-29c04039acd5/icon180x180.jpeg,https://itunes.apple.com/US/app/id671123035?mt=8&uo=4&partnerId=30,2013-08-10 21:30:45 UTC,2013-08-10 00:00:00 UTC,,5,0.99,275,202,202,20,,$17.63 ,
US,All Categories,5/8/15,505800761,"Burner Ð Free Phone Number for Private Texts, Calls, and Pictures","Ad Hoc Labs, Inc",https://s2.mzstatic.com/us/r30/Purple3/v4/3e/d4/a7/3ed4a741-f829-9260-ef46-dda562e835fa/icon180x180.png,https://itunes.apple.com/US/app/id505800761?mt=8&uo=4&partnerId=30,2012-04-01 07:00:00 UTC,2015-04-23 00:00:00 UTC,TRUE,4.5,0,1177,1080,27,864,,"$2,543.31 ",$17.62 
US,All Categories,5/8/15,505800761,"Burner Ð Free Phone Number for Private Texts, Calls, and Pictures","Ad Hoc Labs, Inc",https://s2.mzstatic.com/us/r30/Purple3/v4/3e/d4/a7/3ed4a741-f829-9260-ef46-dda562e835fa/icon180x180.png,https://itunes.apple.com/US/app/id505800761?mt=8&uo=4&partnerId=30,2012-04-01 07:00:00 UTC,2015-04-23 00:00:00 UTC,TRUE,4.5,0,1177,1080,27,864,,"$2,543.31 ",$17.62 
US,All Categories,5/8/15,914438621,Burning Blade-Legend,Chong Wang,https://s1.mzstatic.com/us/r30/Purple5/v4/80/71/c7/8071c789-e566-515a-a0db-c01d2b974828/icon180x180.jpeg,https://itunes.apple.com/US/app/id914438621?mt=8&uo=4&partnerId=30,2015-01-15 06:45:33 UTC,2015-04-29 00:00:00 UTC,TRUE,2,0,1057,790,33,69,54,$493.56 ,$6.08 
US,All Categories,5/8/15,959865119,Bus Simulator 2015,Alexandru Marusac,https://s5.mzstatic.com/us/r30/Purple5/v4/20/51/69/205169bb-0186-e7e8-e97d-2a7415f08eac/icon180x180.jpeg,https://itunes.apple.com/US/app/id959865119?mt=8&uo=4&partnerId=30,2015-02-15 19:11:15 UTC,2015-05-04 00:00:00 UTC,TRUE,4.5,0,18592,3043,55,1436,486,$41.24 ,$12.32 
US,All Categories,5/8/15,328175747,Business Card Reader Pro,SHAPE GmbH,https://s5.mzstatic.com/us/r30/Purple5/v4/bd/d4/fb/bdd4fbcc-d50c-d822-86c1-a0b6e53cbfb3/icon180x180.jpeg,https://itunes.apple.com/US/app/id328175747?mt=8&uo=4&partnerId=30,2009-10-31 03:43:57 UTC,2015-03-02 00:00:00 UTC,TRUE,4,6.99,6025,2163,44,7,,$20.48 ,
US,All Categories,5/8/15,352969997,BuzzFeed,BuzzFeed,https://s2.mzstatic.com/us/r30/Purple7/v4/39/54/2b/39542ba4-d554-33f2-97cf-4f870b3f8292/icon180x180.png,https://itunes.apple.com/US/app/id352969997?mt=8&uo=4&partnerId=30,2010-03-09 03:02:26 UTC,2015-04-27 00:00:00 UTC,,4.5,0,17209,11741,212,2730,351,,
US,All Categories,5/8/15,485971733,C25K¨ - 5K Trainer FREE - (Go from Couch Potato to Running the 5K),Zen Labs,https://s2.mzstatic.com/us/r30/Purple4/v4/cb/50/fb/cb50fb0c-64c6-9677-44e3-bfed58d73b8d/icon180x180.png,https://itunes.apple.com/US/app/id485971733?mt=8&uo=4&partnerId=30,2011-12-21 17:00:33 UTC,2014-09-17 00:00:00 UTC,TRUE,4,0,11539,9665,186,2141,80,$71.21 ,$1.55 
US,All Categories,5/8/15,497401338,C25K¨ - 5K Trainer Pro - (Go from Couch Potato to Running the 5K),Zen Labs,https://s4.mzstatic.com/us/r30/Purple1/v4/94/1b/c8/941bc81e-ce1b-30cb-1426-03462737f709/icon180x180.png,https://itunes.apple.com/US/app/id497401338?mt=8&uo=4&partnerId=30,2012-02-01 02:49:27 UTC,2015-04-06 00:00:00 UTC,,4,1.99,773,630,42,39,4,$49.36 ,$6.57 
US,All Categories,5/8/15,603097018,Caesars Slots,Playtika LTD,https://s4.mzstatic.com/us/r30/Purple2/v4/6f/39/ba/6f39ba62-33dd-c2fc-c0cc-c22d9878b933/icon180x180.jpeg,https://itunes.apple.com/US/app/id603097018?mt=8&uo=4&partnerId=30,2013-06-13 07:00:00 UTC,2015-05-08 00:00:00 UTC,TRUE,4,0,9690,6541,0,1432,,"$7,942.81 ",$305.35 
US,All Categories,5/8/15,603097018,Caesars Slots,Playtika LTD,https://s4.mzstatic.com/us/r30/Purple2/v4/6f/39/ba/6f39ba62-33dd-c2fc-c0cc-c22d9878b933/icon180x180.jpeg,https://itunes.apple.com/US/app/id603097018?mt=8&uo=4&partnerId=30,2013-06-13 07:00:00 UTC,2015-05-08 00:00:00 UTC,TRUE,4,0,9690,6541,0,1432,,"$7,942.81 ",$305.35 
